,Name,Name_Chinese,Region,Language,States,Specific,Owner,Owner_Chinese,Parent,Parent_Chinese,Twitter,Twitter_url,Twitter_fol,Facebook,Facebook_url,Facebook_fol,Instagram,Instagram_url,Instagram_fol,Threads,Threads_url,Threads_fol,Youtube,Youtube_url,Youtube_fol,Tiktok,Tiktok_url,Tiktok_fol,Max_media_fol,Max_media,All_media_fol
82,CGTN Europe,中国环球电视网欧洲分台,EU,English,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNEurope,https://twitter.com/CGTNEurope,18200,cgtneuropeofficial,https://www.facebook.com/cgtneuropeofficial,2100000,cgtneurope,https://www.instagram.com/cgtneurope/,30000,,,0,CGTNEurope,https://www.youtube.com/c/CGTNEurope,110000,cgtneurope,https://www.tiktok.com/@cgtneurope,225800,2100000,Facebook,2484000
83,CGTN Europe Breaking News,,EU,English,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNEuropebreak,https://twitter.com/CGTNEuropebreak,1741,,,0,,,0,,,0,,,0,,,0,1741,Twitter,1741
84,CGTN Food,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNFood,https://twitter.com/CGTNFood,98,CGTN-Food-100820617981722,https://www.facebook.com/CGTN-Food-100820617981722/,520,,,0,,,0,,,0,,,0,520,Facebook,618
85,CGTN Français,CGTN法语频道,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNFrancais,https://twitter.com/CGTNFrancais,977800,CGTNFrancais,https://www.facebook.com/CGTNFrancais,20423675,cgtnfrancais,https://www.instagram.com/cgtnfrancais/,248000,,,0,CGTNFrancais,https://www.youtube.com/@CGTNFrancais,404000,MS4wLjABAAAAjFS_QqZGXMn9w7Ey9yZdsc-vjBGL8H8rxtUo37BCPiomar-19ilC2SOU6B2SJ2Fb,https://www.tiktok.com/@MS4wLjABAAAAjFS_QqZGXMn9w7Ey9yZdsc-vjBGL8H8rxtUo37BCPiomar-19ilC2SOU6B2SJ2Fb,168,20423675,Facebook,22053643
86,CGTN Global Business,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNGlobalBiz,https://twitter.com/CGTNGlobalBiz,12500,CGTNGlobalBusiness,https://www.facebook.com/CGTNGlobalBusiness/,1600000,,,0,,,0,BizAsiaAmerica,https://www.youtube.com/c/BizAsiaAmerica,7980,,,0,1600000,Facebook,1620480
87,CGTN Graphics,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNGraphics,https://twitter.com/CGTNGraphics,914,CGTNGraphics,https://www.facebook.com/CGTNGraphics,545,,,0,,,0,,,0,,,0,914,Twitter,1459
88,CGTN Movies,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNMovies,https://twitter.com/CGTNMovies,79,,,0,,,0,,,0,,,0,,,0,79,Twitter,79
89,CGTN,CGTN,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNOfficial,https://twitter.com/CGTNOfficial,13000000,ChinaGlobalTVNetwork,https://www.facebook.com/ChinaGlobalTVNetwork,116450496,cgtn,https://www.instagram.com/cgtn/,2300000,cgtn,https://www.threads.net/@cgtn,69100,CGTN,https://www.youtube.com/@cgtn,3050000,,,0,116450496,Facebook,134869596
90,CGTN Radio,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtnradio,https://twitter.com/CGTNRadio,725200,,,0,,,0,,,0,,,0,,,0,725200,Twitter,725200
91,CGTN Russian,,Russia,Russian,Europe,Non-EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtnrussian,https://twitter.com/cgtnrussian,87500,,,0,cgtn_russian,https://www.instagram.com/cgtn_russian/,770,,,0,cgtnrussian,https://www.youtube.com/@cgtnrussian,263000,cgtn_russian,https://www.tiktok.com/@cgtn_russian,101,263000,Youtube,351371
92,CGTN Sports,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNSports,https://twitter.com/CGTNSports,1046,,,0,,,0,,,0,,,0,,,0,1046,Twitter,1046
93,CGTN Sports Scene,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNSportsScene,https://twitter.com/CGTNSportsScene,7582,CGTNSportsScene,https://www.facebook.com/CGTNSportsScene/,670000,cgtn_sports_scene,https://www.instagram.com/cgtn_sports_scene/,2617,,,0,cgtnsportsscene,https://www.youtube.com/@cgtnsportsscene,158000,,,0,670000,Facebook,838199
94,CGTN Stories,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNStories,https://twitter.com/CGTNStories,1669,CGTNStories,https://www.facebook.com/CGTNStories,95000,,,0,,,0,,,0,,,0,95000,Facebook,96669
95,CGTN Tech,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNTech,https://twitter.com/CGTNTech,1206,CGTN-Tech-104251674369966,https://www.facebook.com/CGTN-Tech-104251674369966/,600,,,0,,,0,,,0,,,0,1206,Twitter,1806
96,CGTN Travel,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNTravel,https://twitter.com/CGTNTravel,494,CGTN-Travel-102031311241723,https://www.facebook.com/profile.php?id=100063864672999,96000,,,0,,,0,,,0,,,0,96000,Facebook,96494
97,CGTN Travelogue,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtntravelogue,https://twitter.com/cgtntravelogue,973,cgtntravelogue,https://www.facebook.com/cgtntravelogue/,517000,cgtntravelogue,https://www.instagram.com/cgtntravelogue/,1808,,,0,,,0,,,0,517000,Facebook,519781
98,CGTN United Nations,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtnun,https://twitter.com/cgtnun,33,,,0,,,0,,,0,,,0,,,0,33,Twitter,33
99,Zhang Ping,,USA,English,Americas,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CGZhangPingLA,https://twitter.com/CGZhangPingLA,7021,,,0,,,0,,,0,,,0,,,0,7021,Twitter,7021
100,Liu Chen,,Kenya,English,Africa,African Union,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Chen1126,https://twitter.com/Chen1126,2052,profile.php?id=100057358513319,https://www.facebook.com/profile.php?id=100057358513319,88000,liu.chen0_0,https://www.instagram.com/liu.chen0_0/,1919,,,0,,,0,,,0,88000,Facebook,91971
101,Chen Huixin,,Finland,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chenhuixin,https://twitter.com/chenhuixin,736,,,0,,,0,,,0,,,0,,,0,736,Twitter,736
102,Chen Juan,,Anglosphere,English,Cross States,Language and Cultural Communities,Shanghai Media Group (SMG),上海文化广播影视集团有限公司,Shanghai Municipal Committee,中共上海市委,Chenjuan,https://twitter.com/Chenjuan,592,,,0,,,0,,,0,,,0,,,0,592,Twitter,592
103,Chen Mingjian,陈明健,Tanzania,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChenMingjian_CN,https://twitter.com/ChenMingjian_CN,10500,,,0,,,0,,,0,,,0,,,0,10500,Twitter,10500
104,Chen Ping,陈平,Spain,Spanish,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChenPingMFA,https://twitter.com/ChenPingMFA,8391,,,0,,,0,,,0,,,0,,,0,8391,Twitter,8391
105,Chen Weihua,陈卫华,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,chenweihua,https://twitter.com/chenweihua,195700,,,0,,,0,,,0,,,0,,,0,195700,Twitter,195700
106,Chen Wendi,,Somalia,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CHENWendi11,https://twitter.com/CHENWendi11,241,,,0,,,0,,,0,,,0,,,0,241,Twitter,241
107,China Focus,,Anglosphere,English,Cross States,Language and Cultural Communities,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,China__Focus,https://twitter.com/China__Focus,61100,ChinaFocus2015,https://www.facebook.com/ChinaFocus2015/,3200000,,,0,,,0,,,0,,,0,3200000,Facebook,3261100
108,Chinese Embassy in India,,India,English,Asia,South Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Amb_India,https://twitter.com/China_Amb_India,96200,,,0,,,0,,,0,,,0,,,0,96200,Twitter,96200
109,Wang Lixin,,Maldives,English,Asia,South Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Amb_Mdv,https://twitter.com/China_Amb_Mdv,20100,,,0,,,0,,,0,,,0,,,0,20100,Twitter,20100
110,Guo Shaochun,,Zimbabwe,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Amb_Zim,https://twitter.com/China_Amb_Zim,16400,,,0,,,0,,,0,,,0,,,0,16400,Twitter,16400
111,Lin Jing,林静,Anglosphere,English,Cross States,Language and Cultural Communities,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CHINA_DIPLOMAT,https://twitter.com/CHINA_DIPLOMAT,11100,,,0,,,0,,,0,,,0,,,0,11100,Twitter,11100
112,Chinese Embassy in Nigeria,,Nigeria,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,china_emb_ng,https://twitter.com/china_emb_ng,4238,,,0,,,0,,,0,,,0,,,0,4238,Twitter,4238
113,Chinese Embassy in Colombia,,Colombia,English,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,china_embajada,https://twitter.com/china_embajada,8929,,,0,,,0,,,0,,,0,,,0,8929,Twitter,8929
114,Chinese Consulate General in Lyon,,France,French,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Lyon,https://twitter.com/China_Lyon,2853,,,0,,,0,,,0,,,0,,,0,2853,Twitter,2853
115,Chinese Permanent Mission to the OPCW,,Netherlands,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_OPCW,https://twitter.com/China_OPCW,2751,,,0,,,0,,,0,,,0,,,0,2751,Twitter,2751
116,Chinese Embassy in Ukraine,中华人民共和国驻乌克兰大使馆,Ukraine,Ukrainian,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Ukraine_,https://twitter.com/China_Ukraine_,882,chinaembua,https://www.facebook.com/chinaembua,2500,chinaemb_ua,https://www.instagram.com/chinaemb_ua/,1868,,,0,,,0,,,0,2500,Facebook,5250
117,"Xiamen, China",,Fujian,English,Asia,Greater China,Xiamen Culture and Tourism Bureau,厦门市文化和旅游局,Xiamen Municipal People's Government,厦门市人民政府,china_xiamen,https://twitter.com/china_xiamen,12900,xiamengov,https://www.facebook.com/xiamengov/,396000,,,0,,,0,,,0,visitxiamen,https://www.tiktok.com/@visitxiamen,9,396000,Facebook,408909
118,CGTN China Takeaway,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,China24Official,https://twitter.com/China24Official,2931,China24Official,https://www.facebook.com/China24Official,1000000,,,0,,,0,,,0,,,0,1000000,Facebook,1002931
119,Hou Yanqi,,ASEAN,English,Asia,ASEAN General,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China2ASEAN,https://twitter.com/China2ASEAN,107600,,,0,,,0,,,0,,,0,,,0,107600,Twitter,107600
120,Cao Zhongming,,Belgium,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbBelgium,https://twitter.com/ChinaAmbBelgium,9679,,,0,,,0,,,0,,,0,,,0,9679,Twitter,9679
121,Tan Jian,,Netherlands,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbNL,https://twitter.com/ChinaAmbNL,2907,,,0,,,0,,,0,,,0,,,0,2907,Twitter,2907
122,Chen Xiaodong,,South Africa,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbSA,https://twitter.com/ChinaAmbSA,52900,,,0,,,0,,,0,,,0,,,0,52900,Twitter,52900
123,Zhang Jun,,UN,English,Cross States,Other,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbUN,https://twitter.com/ChinaAmbUN,67800,,,0,,,0,,,0,,,0,,,0,67800,Twitter,67800
124,Chinese Embassy in Samoa,,Samoa,English,Oceania,Other,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinaandsamoa,https://twitter.com/chinaandsamoa,5368,,,0,,,0,,,0,,,0,,,0,5368,Twitter,5368
125,Chinese Consulate General in Christchurch,中国驻克赖斯特彻奇总领馆,New Zealand,English,Oceania,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_CC,https://twitter.com/ChinaCG_CC,2630,,,0,,,0,,,0,,,0,,,0,2630,Twitter,2630
126,Chinese Consulate General in Frankfurt am Main,,Germany,German,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_Ffm,https://twitter.com/ChinaCG_Ffm,2908,,,0,,,0,,,0,,,0,,,0,2908,Twitter,2908
127,Chinese Consulate General in Munich,,Germany,German,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_Muc,https://twitter.com/ChinaCG_Muc,3038,,,0,,,0,,,0,,,0,,,0,3038,Twitter,3038
128,Chinese Consulate General in New York,,USA,English,Americas,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_NYC,https://twitter.com/ChinaCG_NYC,3067,,,0,chinacg_nyc,https://www.instagram.com/chinacg_nyc/,71900,,,0,,,0,,,0,71900,Instagram,74967
129,Chinese Consulate General in Calgary,中国驻卡尔加里总领馆,Canada,English,Americas,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCGCalgary,https://twitter.com/ChinaCGCalgary,3689,,,0,,,0,,,0,,,0,,,0,3689,Twitter,3689
130,Chinese Consulate General in Edinburgh,中国驻爱丁堡总领馆,UK,English,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinacgedi,https://twitter.com/chinacgedi,3329,,,0,,,0,,,0,,,0,,,0,3329,Twitter,3329
131,Chinese Consulate General in Montréal,,Canada,French,Americas,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCGMTL,https://twitter.com/ChinaCGMTL,996,,,0,,,0,,,0,,,0,,,0,996,Twitter,996
132,Chinese Consulate General in Almaty,中国驻阿拉木图总领馆,Kazakhstan,Russian,Asia,Central Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaConsAlmaty,https://twitter.com/ChinaConsAlmaty,4228,,,0,chinaconsalmaty,https://www.instagram.com/chinaconsalmaty/,2670,,,0,,,0,,,0,4228,Twitter,6898
133,Chinese Consulate General in Chicago,中国驻芝加哥总领馆,USA,English,Americas,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaConsulate,https://twitter.com/ChinaConsulate,5755,,,0,,,0,,,0,,,0,,,0,5755,Twitter,5755
134,Chinese Consulate General in Istanbul Spokesperson,,Türkiye,Turkish,Asia,Middle East,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinaconsulist,https://twitter.com/chinaconsulist,9327,,,0,,,0,,,0,,,0,,,0,9327,Twitter,9327
135,Chinese Consulate General in Sydney,,Australia,English,Oceania,Anglosphere,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaConSydney,https://twitter.com/ChinaConSydney,9035,,,0,,,0,,,0,,,0,,,0,9035,Twitter,9035
136,China Culture,,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Ministry of Culture and Tourism,中华人民共和国文化和旅游部,Chinacultureorg,https://twitter.com/Chinacultureorg,24600,chinacultureorg,https://www.facebook.com/chinacultureorg/,4000000,,,0,,,0,,,0,,,0,4000000,Facebook,4024600
137,China Daily,中国日报,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDaily,https://twitter.com/ChinaDaily,4100000,chinadaily,https://www.facebook.com/chinadaily,104613175,chinadailynews,https://www.instagram.com/chinadailynews/,1300000,chinadailynews,https://www.threads.net/@chinadailynews,40200,ChinaDailyOfficialChannel,https://www.youtube.com/@ChinaDailyOfficialChannel,337000,chinadailyofficial,https://www.tiktok.com/@chinadailyofficial,1300000,104613175,Facebook,111690375
138,China Daily EU Bureau,,EU,English,Europe,EU,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDaily_EU,https://twitter.com/ChinaDaily_EU,1375,,,0,,,0,,,0,,,0,,,0,1375,Twitter,1375
139,China Daily Life,,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDaily_Life,https://twitter.com/ChinaDaily_Life,993,,,0,,,0,,,0,,,0,,,0,993,Twitter,993
